names,scores,logfoldchanges,pvals,pvals_adj
ENSG00000118785,14.452116,5.6161513,2.43099989769475e-47,3.8059408454188644e-45
ENSG00000211897,27.646324,5.562974,3.0896698025223163e-168,2.5466148984083932e-165
ENSG00000172236,24.278019,5.1841397,3.346436921444504e-130,1.5630091381093465e-127
ENSG00000213088,16.584293,5.0428457,9.052516687312562e-62,1.8250915657931453e-59
ENSG00000130300,3.2451863,4.99509,0.0011737381210076,0.0171674515151979
ENSG00000163220,44.912064,4.9616632,0.0,0.0
ENSG00000143546,43.86684,4.8719034,0.0,0.0
ENSG00000197253,25.7466,4.845458,3.518942116388088e-146,2.054475705617912e-143
ENSG00000104918,12.224334,4.826446,2.304639340444806e-34,2.760051832334412e-32
ENSG00000108691,24.97682,4.4252114,1.0920299761141995e-137,5.46483000904006e-135
ENSG00000163751,5.2491603,4.3932457,1.5279403861528525e-07,4.46962436133064e-06
ENSG00000123610,3.4166055,4.197834,0.0006340711221026,0.0100164651216481
ENSG00000137077,16.067049,4.193715,4.342671086330663e-58,8.167719095525537e-56
ENSG00000111341,31.055557,4.1421404,9.59886706089251e-212,1.921418932246084e-208
ENSG00000211592,39.716446,4.1096964,0.0,0.0
ENSG00000125999,9.611136,4.1051154,7.1752512140110745e-22,5.60109303680909e-20
ENSG00000118523,9.283716,4.083695,1.6366890656098274e-20,1.2263789939745937e-18
ENSG00000163221,11.939684,4.082146,7.350202144430265e-33,8.546973647116752e-31
ENSG00000142910,3.4484944,4.034504,0.000563721028945,0.0089759762017924
ENSG00000102970,6.2035284,4.0145116,5.521101295676023e-10,2.082413764603296e-08
ENSG00000163106,3.2427468,4.0079613,0.0011838337732625,0.0172880446388276
ENSG00000159403,9.15945,3.9749627,5.2162861075640736e-20,3.8570237962632084e-18
ENSG00000125538,17.081146,3.9115703,2.050518400829148e-65,4.320581027431281e-63
ENSG00000077942,10.655148,3.8697948,1.6498295321863874e-26,1.5619872570943014e-24
ENSG00000106565,4.8433456,3.8533368,1.276707899342894e-06,3.3036437831195995e-05
ENSG00000188257,11.416526,3.8349042,3.45782040110243e-30,3.712718732585996e-28
ENSG00000132386,6.4421945,3.6790526,1.1775827104914544e-10,4.687582085058596e-09
ENSG00000186407,3.7717183,3.675626,0.0001621273194592,0.0029087426379801
ENSG00000123689,14.902311,3.5973766,3.183743802722518e-50,5.1872811818311537e-48
ENSG00000163739,6.207597,3.562142,5.380096808564623e-10,2.034707597344332e-08
ENSG00000179348,4.1073723,3.5475628,4.001862487917015e-05,0.0007999157943037
ENSG00000277632,35.42371,3.53383,7.369450478152302e-275,3.442024669995668e-271
ENSG00000182326,5.046611,3.5278785,4.497155484793978e-07,1.2383003033173047e-05
ENSG00000169429,20.154005,3.509458,2.48195034678203e-90,6.819036913550942e-88
ENSG00000118849,5.6997056,3.4871113,1.2001435666207143e-08,3.980215776447208e-07
ENSG00000189129,4.5536294,3.4770522,5.272826871752923e-06,0.000123138083545
ENSG00000149591,14.03615,3.4575682,9.366464548675719e-45,1.403667393112772e-42
ENSG00000090382,28.834225,3.4505236,7.990692956289623e-183,8.612737669502323e-180
ENSG00000182492,5.6400766,3.4332674,1.6997465449185184e-08,5.513159395231083e-07
ENSG00000139329,7.4279594,3.4155834,1.1028568668966471e-13,5.538792264858716e-12
ENSG00000142871,8.302338,3.4146466,1.020826952378662e-16,6.273608445934129e-15
ENSG00000019169,11.106685,3.3951695,1.1640152323535062e-28,1.2037034269916848e-26
ENSG00000164265,18.620485,3.376795,2.192190755601816e-77,5.296030494395283e-75
ENSG00000161055,32.36926,3.3739126,7.434976080850471e-230,2.0835776968975358e-226
ENSG00000109099,4.615528,3.3682065,3.920971921680463e-06,9.39156556693789e-05
ENSG00000073756,3.13633,3.3434284,0.0017107658516099,0.0240433812565281
ENSG00000158869,28.93181,3.336477,4.753676224557341e-184,5.550709271541456e-181
ENSG00000166741,10.07836,3.3324435,6.886626549763336e-24,5.883866537517308e-22
